sortedNum,requireLen,example,tipsLen,quesClass,Fundamentals,Algorithms,Common.Data.Structures,Advanced.Data.Structures,Techniques,Math,Other,otherCom,huawei,bytedance,microsoft,google,amazon,tencent,recursion,linked-list,math,hash-table,string,binary-search,divide-and-conquer,dynamic-programming,greedy,two-pointers,sorting,backtracking,heap-priority-queue,simulation,depth-first-search,binary-tree,breadth-first-search,union-find,graph,geometry,database,topological-sort,prefix-sum,shortest-path,bitmask,difficulty,require,tips,ifcom,topicNum
358,18,2,11,题库,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给定整数和，返回中字典序第小的数字。,1<=k<=n<=10,1,1
359,78,2,9,题库,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,你总共有枚硬币，并计划将它们按阶梯状排列。对于一个由行组成的阶梯，其第行必须正好有枚硬币。阶梯的最后一行是不完整的。给你一个数字，计算并返回可形成的总行数。,1<=n<=2-1,1,2
360,91,3,48,题库,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个长度为的整数数组，其中的所有整数都在范围内，且每个整数出现或。请你找出所有出现的整数，并以数组形式返回。你必须设计并实现一个时间复杂度为且仅使用常量额外空间的算法解决此问题。,n==nums.length1<=n<=101<=nums[i]<=nnums中的每个元素出现或,1,2
361,131,3,89,题库,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个字符数组，请使用下述算法压缩：从一个空字符串开始。对于中的每组：压缩后得到的字符串，需要转储到字符数组中。需要注意的是，如果组长度为或以上，则在数组中会被拆分为多个字符。请在，返回该数组的新长度。你必须设计并实现一个只使用常量额外空间的算法来解决此问题。,如果这一组长度为，则将字符追加到中。否则，需要向追加字符，后跟这一组的长度。1<=chars.length<=2000chars[i]可以是小写英文字母、大写英文字母、数字或符号,1,2
362,103,3,46,题库,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你两个链表来代表两个非负整数。数字最高位位于链表开始位置。它们的每个节点只存储一位数字。将这两数相加会返回一个新的链表。你可以假设除了数字0之外，这两个数字都不会以零开头。如果输入链表不能翻转该如何解决？,"链表的长度范围为[1,100]0<=node.val<=9输入数据保证链表代表的数字无前导0",1,3
363,100,2,130,题库,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给你一个整数数组，返回中所有的数目。如果一个序列中，并且任意两个相邻元素之差相同，则称该序列为等差序列。数组中的子序列是从数组中删除一些元素（也可能不删除）得到的一个序列。题目数据保证答案是一个整数。,"例如，[1,3,5,7,9][7,7,7,7]和[3,-1,-5,-9]都是等差序列。再例如，[1,1,2,5,7]不是等差序列。例如，[2,5,10]是[1,2,1,,4,1,的一个子序列。1<=nums.length<=1000<=nums[i]<=2-1",1,2
364,57,3,64,题库,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定平面上对的点，其中。是由点表示的元组，其中和之间的距离和和之间的欧式距离相等（）。返回平面上所有回旋镖的数量。,"n==points.length1<=n<=500points[i].length==2-10<=x,y<=10所有点都互不相同",1,3
365,100,2,35,题库,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给你一个含个整数的数组，其中在区间内。请你找出所有在范围内但没有出现在中的数字，并以数组的形式返回结果。你能在不使用额外空间且时间复杂度为的情况下解决这个问题吗?你可以假定返回的数组不算在额外空间内。,n==nums.length1<=n<=101<=nums[i]<=n,1,2
366,154,2,45,题库,1,2,3,0,0,0,1,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,序列化是将数据结构或对象转换为一系列位的过程，以便它可以存储在文件或内存缓冲区中，或通过网络连接链路传输，以便稍后在同一个或另一个计算机环境中重建。设计一个算法来序列化和反序列化。对序列化/反序列化算法的工作方式没有限制。您只需确保二叉搜索树可以序列化为字符串，并且可以将该字符串反序列化为最初的二叉搜索树。,"树中节点数范围是[0,100<=Node.val<=10题目数据输入的树是一棵二叉搜索树。",1,7
367,109,3,58,题库,0,0,3,0,0,0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个二叉搜索树的根节点和一个值，删除二叉搜索树中的对应的节点，并保证二叉搜索树的性质不变。返回二叉搜索树（有可能被更新）的根节点的引用。一般来说，删除节点可分为两个步骤：要求算法时间复杂度为O(h)，h为树的高度。,"节点数的范围[0,10-10<=Node.val<=10节点值唯一root是合法的二叉搜索树-10<=key<=10",1,3
368,60,3,30,题库,3,0,2,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个字符串，根据字符出现的对其进行。一个字符出现的是它出现在字符串中的次数。返回。如果有多个答案，返回其中任何一个。,1<=s.length<=5*10由大小写英文字母和数字组成,1,6
369,158,3,57,题库,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,有一些球形气球贴在一堵用XY平面表示的墙面上。墙面上的气球记录在整数数组，其中表示水平直径在和之间的气球。你不知道气球的确切y坐标。一支弓箭可以沿着x轴从不同点地射出。在坐标处射出一支箭，若有一个气球的直径的开始和结束坐标为且满足则该气球会被可以射出的弓箭的数量。弓箭一旦被射出之后，可以无限地前进。给你一个数组，。,1<=points.length<=10points[i].length==2<=xstart<xend<=2-1,1,3
370,45,2,62,题库,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个长度为的整数数组，每次操作将会使个元素增加。返回让数组所有元素相等的最小操作次数。,n==nums.length1<=nums.length<=10-10<=nums[i]<=10答案保证符合32-bit整数,1,2
371,33,2,159,题库,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你四个整数数组、、和，数组长度都是，请你计算有多少个元组能满足：,"0<=i,j,k,l<nnums1[i]+nums2[j]+nums3[k]+nums4[l]==0n==nums1.lengthn==nums2.lengthn==nums3.lengthn==nums4.length1<=n<=200<=nums1[i],nums2[i],nums3[i],nums4[i]<=2",1,2
372,146,2,51,题库,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,假设你是一位很棒的家长，想要给你的孩子们一些小饼干。但是，每个孩子最多只能给一块饼干。对每个孩子，都有一个胃口值这是能让孩子们满足胃口的饼干的最小尺寸；并且每块饼干，都有一个尺寸。如果，我们可以将这个饼干分配给孩子，这个孩子会得到满足。你的目标是尽可能满足越多数量的孩子，并输出这个最大数值。,"1<=g.length<=3*100<=s.length<=3*101<=g[i],s[j]<=2-1",1,4
373,51,3,40,题库,1,1,3,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个整数数组，数组中共有个整数。由三个整数、和组成，并同时满足：和。如果中存在，返回；否则，返回。,n==nums.length1<=n<=2*10-10<=nums[i]<=10,1,5
374,153,3,198,题库,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,存在一个不含的数组，每个都表示位于下标的角色应该向前或向后移动的下标个数：因为数组是的，所以可以假设从最后一个元素向前移动一步会到达第一个元素，而第一个元素向后移动一步会到达最后一个元素。数组中的由长度为的下标序列标识：如果中存在循环，返回；否则，返回。你能设计一个时间复杂度为且额外空间复杂度为的算法吗？,如果nums[i]是正数，（下标递增方向）移动|nums[i]|如果nums[i]是负数，（下标递减方向）移动|nums[i]|遵循上述移动规则将导致一组重复下标序列seq[0]->seq[1]->...->seq[k-1]->seq[0]->...所有nums[seq[j]]应当不是就是k>11<=nums.length<=5000-1000<=nums[i]<=1000nums[i]!=0,1,3
375,113,3,51,题库,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,有桶液体，其中含有毒药，其余装的都是水。它们从外观看起来都一样。为了弄清楚哪只水桶含有毒药，你可以喂一些猪喝，通过观察猪是否会死进行判断。不幸的是，你只有分钟时间来确定哪桶液体是有毒的。喂猪的规则如下：给你桶的数目，和，返回。,1<=buckets<=10001<=minutesToDie<=minutesToTest<=100,1,3
376,33,3,24,题库,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给定一个非空的字符串，检查是否可以通过由它的一个子串重复多次构成。,1<=s.length<=10由小写英文字母组成,1,2
377,141,1,277,题库,0,0,3,0,0,0,1,0,0,0,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,请你为缓存算法设计并实现数据结构。实现类：为了确定最不常使用的键，可以为缓存中的每个键维护一个。使用计数最小的键是最久未使用的键。当一个键首次插入到缓存中时，它的使用计数器被设置为(由于put操作)。对缓存中的键执行或操作，使用计数器的值将会递增。函数和必须以的平均时间复杂度运行。,"LFUCache(intcapacity)-用数据结构的容量capacity初始化对象intget(intkey)-如果键key存在于缓存中，则获取键的值，否则返回voidput(intkey,intvalue)-如果键key已存在，则变更其值；如果键不存在，请插入键值对。当缓存达到其容量capacity时，则应该在插入新项之前，移除最不经常使用的项。在此问题中，当存在平局（即两个或更多个键具有相同使用频率）时，应该去除最近最久未使用的键。1<=capacity<=100<=key<=100<=value<=10最多调用2*10次get和put方法",1,4
378,53,2,11,题库,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,两个整数之间的指的是这两个数字对应二进制位不同的位置的数目。给你两个整数和，计算并返回它们之间的汉明距离。,"0<=x,y<=2-1",1,1
379,57,2,48,题库,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个长度为的整数数组，返回使所有数组元素相等需要的最小操作数。在一次操作中，你可以使数组中的一个元素加或者减。,n==nums.length1<=nums.length<=10-10<=nums[i]<=10,1,3
380,169,3,62,题库,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,EASY,给定一个的二维网格地图，其中：表示陆地，表示水域。网格中的格子方向相连（对角线方向不相连）。整个网格被水完全包围，但其中恰好有一个岛屿（或者说，一个或多个表示陆地的格子相连组成的岛屿）。岛屿中没有“湖”（“湖”指水域在岛屿内部且不和岛屿周围的水相连）。格子是边长为1的正方形。网格为长方形，且宽度和高度均不超过100。计算这个岛屿的周长。,"row==grid.lengthcol==grid[i].length1<=row,col<=100grid[i][j]为或",1,4
381,186,3,46,题库,0,2,0,0,2,2,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,"在""100game""这个游戏中，两名玩家轮流选择从到的任意整数，累计整数和，先使得累计整数和100的玩家，即为胜者。如果我们将游戏规则改为“玩家重复使用整数”呢？例如，两个玩家可以轮流从公共整数池中抽取从1到15的整数（不放回），直到累计整数和>=100。给定两个整数（整数池中可选择的最大数）和（累计和），若先出手的玩家能稳赢则返回，否则返回。假设两位玩家游戏时都表现。",1<=maxChoosableInteger<=200<=desiredTotal<=300,1,6
382,98,2,127,题库,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,定义表示由个字符串连接构成。如果可以从中删除某些字符使其变为，则称字符串可以从字符串获得。现在给你两个字符串和和两个整数和。由此构造得到两个字符串，其中、。请你找出一个最大整数，以满足可以从获得。,"例如，str==[""abc"",3]==""abcabcabc""例如，根据定义，s1=""abc""可以从s2=""abdbe获得，仅需要删除加粗且用斜体标识的字符。1<=s1.length,s2.length<=100和由小写英文字母组成1<=n1,n2<=10",1,2
383,52,3,90,题库,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,定义字符串为一个无限环绕的字符串，所以看起来是这样的：给你一个字符串，请你统计并返回中有多少也在中出现。,"""...zabcdefghijklmnopqrstuvwxyzabcdefghijklmnopqrstuvwxyzabcd....""1<=s.length<=10由小写英文字母组成",1,2
384,150,3,100,题库,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定一个字符串。如果是有效的IPv4地址，返回；如果是有效的IPv6地址，返回；如果不是上述类型的IP地址，返回。是形式的IP地址。其中且前导零。例如:、为有效IPv4地址，为无效IPv4地址;、为无效IPv4地址。是一个格式为的IP地址，其中:例如和是有效的IPv6地址，而和是无效的IPv6地址。,1<=x.length<=4是一个十六进制字符串，可以包含数字、小写英文字母('a'到'f')和大写英文字母('A'到'F')。中允许前导零。queryIP仅由英文字母，数字，字符'.'和':'组成。,1,1
385,111,3,42,题库,0,0,0,0,0,4,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定方法可生成范围内的均匀随机整数，试写一个方法生成范围内的均匀随机整数。你只能调用且不能调用其他方法。请不要使用系统的方法。每个测试用例将有一个内部参数，即你实现的函数在测试时将被调用的次数。请注意，这不是传递给的参数。,1<=n<=10rand7()调用次数的期望值是多少?你能否尽量少调用rand7(),1,4
386,68,2,103,题库,2,2,0,1,0,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,HARD,给你一个单词的字符串数组，请你找出并返回中的所有。定义为：一个完全由给定数组中的至少两个较短单词（不一定是不同的两个单词）组成的字符串。,1<=words.length<=101<=words[i].length<=30words[i]仅由小写英文字母组成。words中的所有字符串都是的。1<=sum(words[i].length)<=10,1,5
387,85,2,46,题库,1,2,0,0,2,0,0,1,0,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,你将得到一个整数数组，其中是第个火柴棒的长度。你要用拼成一个正方形。你任何一根火柴棒，但你可以把它们连在一起，而且每根火柴棒必须。如果你能使这个正方形，则返回，否则返回。,1<=matchsticks.length<=151<=matchsticks[i]<=10,1,5
388,64,2,70,题库,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个二进制字符串数组和两个整数和。请你找出并返回的最大子集的长度，该子集中有个和个。如果的所有元素也是的元素，集合是集合的。,"1<=strs.length<=6001<=strs[i].length<=100strs[i]仅由'0'和'1'组成1<=m,n<=100",1,3
389,132,3,64,题库,2,1,0,0,1,0,0,0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,冬季已经来临。你的任务是设计一个有固定加热半径的供暖器向所有房屋供暖。在加热器的加热半径范围内的每个房屋都可以获得供暖。现在，给出位于一条水平线上的房屋和供暖器的位置，请你找出并返回可以覆盖所有房屋的最小加热半径。：所有供暖器都遵循你的半径标准，加热的半径也一样。,"1<=houses.length,heaters.length<=3*101<=houses[i],heaters[i]<=10",1,4
390,63,2,49,题库,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,对整数的二进制表示取反（变，变）后，再转换为十进制表示，可以得到这个整数的补数。给你一个整数，输出它的补数。本题与1009相同,"例如，整数的二进制表示是""101""，取反后得到""010""，再转回十进制表示得到补数1<=num<2",1,1
391,52,2,53,题库,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,两个整数的指的是这两个数字的二进制数对应位不同的数量。给你一个整数数组，请你计算并返回中任意两个数之间。,1<=nums.length<=100<=nums[i]<=10给定输入的对应答案符合32-bit整数范围,1,3
392,33,1,197,题库,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给定圆的半径和圆心的位置，实现函数，在圆中产生均匀随机点。实现类:,"Solution(doubleradius,doublex_center,doubley_center)用圆的半径radius和圆心的位置(x_center,y_center)初始化对象randPoint()返回圆内的一个随机点。圆周上的一点被认为在圆内。答案作为数组返回[x,y]0<radius<=10-10<=x_center,y_center<=10randPoint最多被调用3*10",1,4
393,28,2,7,题库,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,给定一个整数n，返回。因为答案可能非常大，所以返回它对。,1<=n<=8,1,1
394,167,1,90,题库,1,0,2,0,1,0,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,中位数是有序序列最中间的那个数。如果序列的长度是偶数，则没有最中间的数；此时中位数是最中间的两个数的平均数。例如：给你一个数组，有一个长度为的窗口从最左端滑动到最右端。窗口中有个数，每次窗口向右移动位。你的任务是找出每次窗口移动后得到的新窗口中元素的中位数，并输出由它们组成的数组。给出=，以及=3。因此，返回该滑动窗口的中位数数组。,"[2,3,4]，中位数是[2,3]，中位数是(2+3)/2=2.5你可以假设始终有效，即：始终小于等于输入的非空数组的元素个数。与真实值误差在10^-5以内的答案将被视作正确答案。",1,4
395,101,2,51,题库,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,神奇字符串仅由和组成，并需要遵守下面的规则：的前几个元素是。如果将中连续的若干和进行分组，可以得到。每组中或者的出现次数分别是。上面的出现次数正是自身。给你一个整数，返回在神奇字符串的前个数字中的数目。,神奇字符串s的神奇之处在于，串联字符串中'1'和'2'的连续出现次数可以生成该字符串。1<=n<=10,1,2
396,136,2,38,题库,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给定一个许可密钥字符串，仅由字母、数字字符和破折号组成。字符串由个破折号分成组。你也会得到一个整数。我们想要重新格式化字符串，使每一组包含个字符，除了第一组，它可以比短，但仍然必须包含至少一个字符。此外，两组之间必须插入破折号，并且应该将所有小写字母转换为大写字母。返回。,1<=s.length<=10只包含字母、数字和破折号'-'1<=k<=10,1,1
397,42,3,16,题库,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,"以字符串的形式给出,以字符串的形式返回。如果的进制数的所有数位全为1，则称是的一个。","的取值范围是[3,10没有前导0",1,2
398,22,2,29,题库,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,给定一个二进制数组，计算其中最大连续的个数。,1<=nums.length<=10nums[i]不是就是,1,1
399,218,2,32,题库,1,2,0,0,0,2,0,1,0,0,0,1,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个整数数组。玩家1和玩家2基于这个数组设计了一个游戏。玩家1和玩家2轮流进行自己的回合，玩家1先手。开始时，两个玩家的初始分值都是。每一回合，玩家从数组的任意一端取一个数字（即，或），取到的数字将会从数组中移除（数组长度减）。玩家选中的数字将会加到他的得分上。当数组中没有剩余数字可取时，游戏结束。如果玩家1能成为赢家，返回。如果两个玩家得分相等，同样认为玩家1是游戏的赢家，也返回。你可以假设每个玩家的玩法都会使他的分数最大化。,1<=nums.length<=200<=nums[i]<=10,1,5
400,170,4,264,题库,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HARD,你正在参与祖玛游戏的一个变种。在这个祖玛游戏变体中，桌面上有彩球，每个球的颜色可能是：红色、黄色、蓝色、绿色或白色。你的手中也有一些彩球。你的目标是桌面上所有的球。每一回合：给你一个字符串，表示桌面上最开始的那排球。另给你一个字符串，表示手里的彩球。请你按上述操作步骤移除掉桌上所有球，计算并返回所需的球数。如果不能移除桌上所有的球，返回。,从你手上的彩球中选出任意一颗，然后将其插入桌面上那一排球中：两球之间或这一排球的任一端。接着，如果有出现三个或者三个以上且颜色相同如果这种移除操作同样导致出现三个或者三个以上且颜色相同的球相连，则可以继续移除这些球，直到不再满足移除条件。如果桌面上所有球都被移除，则认为你赢得本场游戏。重复这个过程，直到你赢了游戏或者手中没有更多的球。1<=board.length<=161<=hand.length<=5board和hand由字符'R''Y''B''G'和'W'组成桌面上一开始的球中，不会有三个及三个以上颜色相同且连着的球,1,5
401,84,2,36,题库,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDIUM,给你一个整数数组，找出并返回所有该数组中不同的递增子序列，递增子序列中。你可以按返回答案。数组中可能含有重复元素，如出现两个整数相等，也可以视作递增序列的一种特殊情况。,1<=nums.length<=15-100<=nums[i]<=100,1,4
402,94,3,11,题库,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EASY,"作为一位web开发者，懂得怎样去规划一个页面的尺寸是很重要的。所以，现给定一个具体的矩形页面面积，你的任务是设计一个长度为L和宽度为W且满足以下要求的矩形的页面。要求：返回一个，其中。
",1<=area<=10,1,1
