index_origin,author,time,toefl,gre_total,gre_v,gre_q,gre_aw,district,season,type,offertype,major_school_apply,major_school,gpa,graduated,gre_raw,gre_sub,extrainfo,college_apply,major_apply,college_before,major_before,cross,gpa_measure,rl,intern,research,paper,first,sci,exchange
29634,女施主,15,waived,323,153,170,, 美国,Fall,MS,Rej,Stat/Biostat@ucsc, stat @ waterloo,2,,153170,,,ucsc,Stat/Biostat, waterloo,stat,0,NA,0,0,0,0,0,0,0
29637,victorsterling,15,103,GMAT 730,,,5, 美国,Fall,MS,WaitingList,MIS@UW-seattle, Physics @ HIT,NA,,730+5,,,UW-seattle,MIS, HIT,Physics,0,NA,0,0,0,0,0,0,0
29638,qwsolitude,15,102,326,157,169,3.5, 美国,Fall,MS,AD无奖,MIS@UW, 金融 @ 武大,NA,,157 169 3.5,, 在印度实习半年做Business Analyst,UW,MIS, 武大,金融,0,NA,0,1,0,0,0,0,0
29639,unclemoe,15,100,316,151,165,3, 美国,Fall,MS,Rej,CS@Carnegie Mellon University, Automation @ SEU,87.22,,151+165+3,,,Carnegie Mellon University,CS, SEU,Automation,0,100,0,0,0,0,0,0,0
29642,unclemoe,15,100,316,151,165,3, 美国,Fall,MS,AD无奖,EE@North Carolina State University, Automation @ SEU,87.22,,151+165+3,,,North Carolina State University,EE, SEU,Automation,0,100,0,0,0,0,0,0,0
29647,cici7941,15,104,322,152,170,3.5, 美国,Fall,MS,AD无奖,Stat/Biostat@MSS@Duke, stat @ RUC,3.76,,152+170+3.5,,,Duke,Stat/Biostat, RUC,stat,0,4,0,0,0,0,0,0,0
29648,csqcloud,15,110,330,163,167,3.5, 美国,Fall,MS,AD无奖,Stat/Biostat@Umich, 统计 @ 中山大学sysu,3.97,,163+167+3.5, 无,,Umich,Stat/Biostat, 中山大学sysu,统计,0,4,0,1,0,0,0,0,0
2965,Antonio_Hsu,17,102,322,152,170,3.5, 美国,Fall,MS,Rej,EE@ECE@UIUC, 电子科学与技术（微电子技术方向） @ SWJTU,3.7,,V152+Q170+AW3.5 / V157+Q170+AW3.0,,,UIUC,EE, SWJTU,电子科学与技术（微电子技术方向）,0,4,0,0,1,0,1,0,0
29650,yucheyang2,15,104,322,152,170,4, 美国,Fall,MS,Rej,CS@CSE@Harvard University, Information Engineering @ City University of Hong Kong,3.96,,152+170+4.0,,,Harvard University,CS, City University of Hong Kong,Information Engineering,0,4,0,0,0,0,0,0,0
29651,forestwn,15,102,320,152,168,3, 美国,Fall,MS,AD小奖,Other@HCI/d@IUB, MIS @ ,90.2,": IS @ , GPA  89.9/100:",320 (V152 Q168 AW3.0),,,IUB,Other, ,MIS,0,100,0,0,0,0,0,0,0
29658,shahaoxiaomi,15,100,320,150,170,4, 美国,Fall,PhD,Offer,ME@Virginia Tech, Coastal Engineering @ TJU,87.37,": Ocean Engineering @ UT Austin, GPA  3.97/4.00: 海外",150+170+4.0,, 两个牛推,Virginia Tech,ME, TJU,Coastal Engineering,0,100,1,0,0,0,0,0,0
29660,mar1010,15,104,322,154,168,3, 美国,Fall,MS,AD无奖,Stat/Biostat@UMich, 数学 @ ,88.19,,154+168+3,,,UMich,Stat/Biostat, ,数学,0,100,0,0,0,0,0,0,0
29663,simonzdx,15,IELTS 6.5,323,153,170,2.5, 美国,Fall,MS,AD无奖,Stat/Biostat@University of Missouri, 数学基地班 @ ,80,,153+170+2.5,,,University of Missouri,Stat/Biostat, ,数学基地班,0,100,0,0,0,0,0,0,0
29665,liujunlovecs,15,103,328,159,169,3.5, 美国,Fall,MS,AD无奖,CE@UCSC, EE @ UESTC,3.4,": EE @ UESTC, GPA  : ",159+169+3.5,,,UCSC,CE, UESTC,EE,0,4,0,0,0,0,0,0,0
29669,yucheyang2,15,104,322,152,170,4, 美国,Fall,MS,AD无奖,MIS@University of Washington - Seattle, Information Engineering @ City University of Hong Kong,3.96,,152+170+4.0,,,University of Washington - Seattle,MIS, City University of Hong Kong,Information Engineering,0,4,0,0,0,0,0,0,0
29671,liyanhui1228,15,105,323,,,3.5, 美国,Fall,MS,Rej,MIS@MSIM@UW, MIS @ 中山大学,3.9,,323，AW 3.5,, 网易实习，论文三作一篇，无牛推,UW,MIS, 中山大学,MIS,1,4,0,1,1,1,0,0,0
29672,wd3633330,15,waived,1300,,,3, 美国,Fall,PhD,Rej,EE@Notre  Dame, EE @ ,3.7,": EE @ , GPA  3.5+: 海外",1300+3.0,, 美国教授推,Notre  Dame,EE, ,EE,1,4,0,0,0,0,0,0,0
29673,tinstria,15,111,331,162,169,4.5, 美国,Fall,MS,AD无奖,Stat/Biostat@Umich, 统计 @ 中国人民大学,NA,,162 169 4.5,,,Umich,Stat/Biostat, 中国人民大学,统计,0,NA,0,0,0,0,0,0,0
29676,allenjack123,15,98,318,,,, 美国,Fall,PhD,Rej,CS@Brown,  @ BIT,86.3,":  @ BIT, GPA  86.4/100, 4/113:",318,, 无,Brown,CS, BIT,,0,100,0,0,0,0,0,0,0
29677,kathy630,15,101,322,158,164,3.5, 美国,Fall,MS,AD无奖,EE@UCLA, 通信工程 @ ,91.3,,V158 Q164 AW3.5,,,UCLA,EE, ,通信工程,0,100,0,0,0,0,0,0,0
29679,markieff,15,100,322,152,170,3, 美国,Fall,MS,Rej,CE@cornell, EE @ BUPT,81,,152+170+3,,,cornell,CE, BUPT,EE,0,100,0,0,0,0,1,0,0
29683,牛奶咖啡小白糖,15,103,324,154,170,3, 美国,Fall,MS,AD无奖,Stat/Biostat@rutgers-stat, 金融统计 @ 西南财经,87,,154+170+3, 无, 无,rutgers-stat,Stat/Biostat, 西南财经,金融统计,0,100,0,0,0,0,0,0,0
29685,loloxfx,15,93,327,157,170,3, 美国,Fall,MS,AD无奖,MIS@Washington University in Saint Louis, 计算机科学与工程 @ 东南大学,82,,V157+Q170=327 W3,,,Washington University in Saint Louis,MIS, 东南大学,计算机科学与工程,0,100,0,1,0,0,0,0,0
29686,qx051206,15,113,324,154,170,3.5, 美国,Fall,MS,AD无奖,Stat/Biostat@Umich, Astro&Econ @ ,NA,,154+170+3.5,,,Umich,Stat/Biostat, ,Astro&Econ,0,NA,0,0,0,0,0,0,0
29689,AndyWang,15,103,323,156,167,3, 美国,Fall,MS,AD无奖,IEOR@Minnesota Twin Cities, Finance @ PKU,3.3,,V156 G167 W3.0, N/A,,Minnesota Twin Cities,IEOR, PKU,Finance,0,4,0,0,0,0,0,0,0
29700,loloxfx,15,93,327,157,170,, 美国,Fall,MS,AD无奖,MIS@Pennstate  university, cs @ 东南大学,82,,v157+q170,, 有过为期三个月的研发实习,Pennstate  university,MIS, 东南大学,cs,0,100,0,1,0,0,0,0,0
29704,forestwn,15,97,320,153,167,3, 欧洲,Fall,MS,AD无奖,CS@TU/e, 通信工程 @ ,NA,,153+167+3.0,,,TU/e,CS, ,通信工程,0,NA,0,0,0,0,0,0,0
29710,forestwn,15,97,320,153,167,3, 美国,Fall,MS,AD小奖,CS@IUB, 通信工程 @ ,NA,,153+167+3.0,,,IUB,CS, ,通信工程,0,NA,0,0,0,0,0,0,0
29715,蓝色蝶殇,15,96,321,151,170,3, 美国,Fall,MS,Rej,CS@CMU-MSCV, 软件工程 @ 中山大学,3.83,,151+170+3.0,, 无···,CMU-MSCV,CS, 中山大学,软件工程,0,4,0,0,0,0,0,0,0
29716,bryanjhy,15,104,320,,,3, 美国,Fall,MS,Rej,CS@cmu, 数学与应用数学 @ scu,88,,320+3,90%, 水科研若干,cmu,CS, scu,数学与应用数学,0,100,0,0,1,0,0,0,0
29717,Moodymd_1222,15,109,333,,,3.5, 美国,Fall,MS,WaitingList,Stat/Biostat@UMN, 统计 @ FDU,3.63,,333+3.5,,,UMN,Stat/Biostat, FDU,统计,0,4,0,0,0,0,0,0,0
2972,calvinyhchen,17,102,318,151,167,3.5, 美国,Fall,MS,AD无奖,Other@MSI@UMich, 資訊工程學系 @ 國立台灣大學,3.59,,151+167+3.5,,,UMich,Other, 國立台灣大學,資訊工程學系,0,4,0,0,0,0,0,0,0
29722,南宫问天,15,104,323, ,,3, 美国,Fall,MS,AD无奖,EE@UW-madison, EE @ 华北电力（北京）/Illinois institute of Techninoly,NA,,323+3.0. 320+4.0,, 无牛推。 国内水实习三个,UW-madison,EE, 华北电力（北京）/Illinois institute of Techninoly,EE,1,NA,0,1,0,0,0,0,0
29723,wds41138,15,101,319,,,3, 美国,Fall,MS,AD无奖,CS@UIUC, CE @ ,3.7,,319+3,,,UIUC,CS, ,CE,0,4,0,0,0,0,0,0,0
29724,hsama,15,104,322,,,3, 美国,Fall,MS,AD无奖,CS@gatech, cs @ sjtu,88.3,,322/3,, 牛推一个，两段海外暑期游学经历（其中一个就是gatech的），实验室经历但没发paper,gatech,CS, sjtu,cs,0,100,1,0,0,0,-1,-1,0
29727,eypw152,15,106,324,,,4, 美国,Fall,MS,AD无奖,CS@GIT, infosec @ sjtu,3.54,,324+4.0,,,GIT,CS, sjtu,infosec,0,4,0,0,0,0,0,0,0
29730,CaoHaoyang,15,108,331,,,4, 美国,Fall,PhD,Rej,Stat/Biostat@Yale, maths @ ,3.83,,331+4,,,Yale,Stat/Biostat, ,maths,0,4,0,0,0,0,0,0,0
29739,fengzhiyu17,15,105,326,,,3, 美国,Fall,MS,Rej,CS@MS Machine Learning @ CMU, CS @ BUPT,NA,,326 3,,, CMU,CS, BUPT,CS,1,NA,0,1,0,0,0,0,0
29750,默de途,15,102,321,153,168,3, 美国,Fall,MS,Rej,CS@CMU, 光电 @ 电子科大,90.7,,153+168+3,, 无,CMU,CS, 电子科大,光电,0,100,0,0,0,0,0,0,0
29752,wangryan,15,103,320,,,3, 美国,Fall,MS,AD无奖,ME@OSU, ME @ whut,3.66,,320+3,, EI二作，专利，两个实习,OSU,ME, whut,ME,1,4,0,1,0,1,0,0,0
29756,银冰寒雪2014,15,103,315,148,167,3, 美国,Fall,MS,Rej,EE@UCLA, 测控技术与仪器 @ SEU,88.72,,148+167 3.0,, 一篇水国际会议论文 一个省创项目 一个基教项目,UCLA,EE, SEU,测控技术与仪器,0,100,0,0,1,1,0,0,0
29757,sarimah,15,100,322,153,169,3, 澳洲,Fall,MS,AD小奖,EE@University of Sydney, 电子信息工程 @ 暨南大学,85.2,,153+169+3.0,,,University of Sydney,EE, 暨南大学,电子信息工程,0,100,0,0,0,0,0,0,0
29758,Coco_Yang,15,104,,150,168,3.5, 美国,Fall,MS,AD无奖,CS@Brown University, 软件工程 @ 中山大学,90.8,,"318 (V 150, Q 168), AW 3.5",, 无牛推，无牛科研。推荐信一封来自跟着做科研的老师，一封来自做TA的老师,Brown University,CS, 中山大学,软件工程,0,100,0,0,0,0,0,0,0
29759,飞奔的鼻涕妞,15,97,318,,,3, 美国,Fall,MS,AD无奖,EE@uPitts, 电子信息科学与技术 @ 华北电力大学,3.2,,318（3）,, 无牛推，EI一作，国内普刊一作，学科竞赛，三好学生等,uPitts,EE, 华北电力大学,电子信息科学与技术,0,4,0,0,0,1,1,0,0
2976,yhy649465254,17,106,328,,,3, 美国,Fall,MS,AD无奖,CS@CSE of COC @Gatech, 工程力学 @ DLUT,3.88,,328+3,,,Gatech,CS, DLUT,工程力学,0,4,0,0,0,0,0,0,0
29760,落在地球,15,106,325,157,168,3.5, 美国,Fall,PhD,AD无奖,EE@UMD, 微电子 @ FDU,4,,157+168+3.5,, 两篇一作，无牛腿,UMD,EE, FDU,微电子,0,4,0,0,0,1,1,1,0
29761,whdawn,15,100,321,,,3, 美国,Fall,MS,AD无奖,BME@CMU, EE @ CQU,89,,321 + 3,, 这个项目没有用牛推,CMU,BME, CQU,EE,0,100,1,1,1,0,0,0,0
29762,markqzheng,15,96,324,,,3, 美国,Fall,PhD,Offer,CS@SUNY Stony Brook, 软件工程 @ ,3.3,": 软件工程 @ , GPA  3.4/4.3:",324+3.0,,"IEEE 3一般论文（2*1st, 1*3rd）",SUNY Stony Brook,CS, ,软件工程,0,4,0,1,0,1,1,0,0
29765,jjtianyang,15,105,323,153,170,3, 美国,Fall,PhD,Rej,ME@Princeton, 自动化 @ 哈尔滨工业大学,94.98,,153+170+3.0,,,Princeton,ME, 哈尔滨工业大学,自动化,0,100,1,0,0,0,0,0,0
29767,wayne_lee0908,15,IELTS 7.0,319,153,166,3.5, 美国,Fall,MS,AD无奖,EE@EE@TAMU, 电子信息科学与技术 @ 山东大学,81.79,,153+166 3.5,, 两个项目队长，一个研究生项目组员,TAMU,EE, 山东大学,电子信息科学与技术,0,100,0,0,1,0,0,0,0
29772,Meile,15,96,319,,,3, 美国,Fall,MS,Rej,CS@CS@Syracuse University, 光信息 @ 华中科大,79,": 计算技术 @ 北师大, GPA  83:",319+3,,,Syracuse University,CS, 华中科大,光信息,0,100,0,0,0,0,0,0,0
2978,fredcat,17,108,324,154,170,3.5, 美国,Fall,MS,AD无奖,CS@JHU, CS @ ,3.2,,154+170+3.5,,,JHU,CS, ,CS,1,4,0,0,0,0,0,0,0
29780,jjtianyang,15,105,323,153,170,3, 美国,Fall,MS,Rej,ME@MIT, 自动化 @ 哈尔滨工业大学,94.98,,153+170+3.0,,,MIT,ME, 哈尔滨工业大学,自动化,0,100,1,0,0,0,0,0,0
29781,cqq2014,15,99,320,150,170,3, 美国,Fall,PhD,Rej,CS@Dartmouth, CS @ WHU,NA,,"320=150+170,3.0",,,Dartmouth,CS, WHU,CS,1,NA,0,0,0,0,0,0,0
29785,anim20,15,92,320,150,170,3, 美国,Fall,MS,AD无奖,MIS@IIT, marketing @ BUPT,86.39,,150+170+3,,,IIT,MIS, BUPT,marketing,0,100,0,1,0,0,0,0,0
29787,zachzhao,15,92,315,,,3, 美国,Fall,PhD,Offer,CS@Univ. Of Alabama, Software Engineering @ ,87,,315+3.0,,,Univ,CS, ,Software Engineering,0,100,0,0,0,0,0,0,0
29787,zachzhao,15,92,315,,,3, 美国,Fall,PhD,Offer,CS@Univ. Of Alabama, Software Engineering @ ,87,,315+3.0,,, Of Alabama,CS, ,Software Engineering,0,100,0,0,0,0,0,0,0
29788,YueQin,15,104,320,,,3, 美国,Fall,MS,AD无奖,CivilEng@UCSD, CivilEng @ SEU,3.63,,320+3,, 有一个千人计划的米国教授写的推荐信，应该算不上牛推吧？,UCSD,CivilEng, SEU,CivilEng,1,4,1,0,0,0,0,0,0
29794,Fantasy,15,111,331,,,3, 美国,Fall,MS,AD无奖,CS@CMU, CS @ THU,90,,331 + 3.0,, 一封IEEE fellow推荐信,CMU,CS, THU,CS,1,100,0,0,0,0,0,0,0
29795,bestcql,15,105,320,150,170,3, 美国,Fall,MS,Rej,EE@Duke, 电子信息工程 @ NUAA,87,,150+170+3,, 项目两个,Duke,EE, NUAA,电子信息工程,0,100,0,0,1,0,0,0,0
29796,欲风念,15,110,322,,,3, 美国,Fall,混合,Offer,ME@TAMU 德州农工, 材控 @ ,87.5,,322 3,,,TAMU 德州农工,ME, ,材控,0,100,0,0,0,0,0,0,0
29801,神机军师,15,97,317,152,165,3, 美国,Fall,MS,AD无奖,Chem/CEng@Texas A&M University, 化学工程 @ 大连理工大学,90.4,,317 (152)+3.0,, 无,Texas A,Chem/CEng, 大连理工大学,化学工程,0,100,0,0,0,0,0,0,0
29801,神机军师,15,97,317,152,165,3, 美国,Fall,MS,AD无奖,Chem/CEng@Texas A&M University, 化学工程 @ 大连理工大学,90.4,,317 (152)+3.0,, 无,M University,Chem/CEng, 大连理工大学,化学工程,0,100,0,0,0,0,0,0,0
29810,hellojay,15,100,320,150,170,4.5, 美国,Fall,MS,AD无奖,EE@TAMU, 通信工程 @ SDU,88.51,,150+170+4.5,,,TAMU,EE, SDU,通信工程,0,100,0,0,1,0,0,0,0
29814,1totoer,15,103,326, ,,3, 美国,Fall,MS,AD无奖,ME@Umich,  @ Hust,NA,,326+30,,,Umich,ME, Hust,,0,NA,0,0,1,0,0,0,0
29815,phoenix416,15,105,327,,,3.5, 美国,Fall,MS,AD小奖,EE@UCBerkeley, ECE @ SJTU,3.91,,327+3.5,,,UCBerkeley,EE, SJTU,ECE,0,4,0,0,0,0,0,0,0
29818,zc6960,15,104,325,155,170,3, 美国,Fall,MS,Rej,Stat/Biostat@stat@UChicago, stat @ hust,87,,155+170+3.0,,,UChicago,Stat/Biostat, hust,stat,0,100,0,0,0,0,0,0,0
29819,whdawn,15,100,321,,,3, 美国,Fall,MS,Rej,EE@Cornell, EE @ CQU,89,,321 + 3,, 没有使用牛推,Cornell,EE, CQU,EE,1,100,1,1,1,0,0,0,0
29820,wangqy11,15,101,327,,,3.5, 美国,Fall,MS,Rej,ME@UIUC,  @ THU,NA,,327+3.5,,,UIUC,ME, THU,,0,NA,0,0,1,0,0,0,0
29823,fatbin37,15,101,316,152,164,3, 美国,Fall,MS,AD无奖,EE@photonics@ucf, 光信息 @ scnu,NA,,152+164+3,,,ucf,EE, scnu,光信息,0,NA,0,0,0,0,0,0,0
29827,Stacey,15,105,322,,,, 美国,Fall,MS,AD无奖,EE@BU, 电信工程及管理 @ BUPT,NA,,322,,,BU,EE, BUPT,电信工程及管理,0,NA,0,0,0,0,0,0,0
29830,lambency77,15,109,328,160,168,3, 美国,Fall,MS,Rej,ME@MIT,  @ zju,89.93,,160+168+3.0,, 水科研，没有PAPER。在北卡州立（NCSU）暑期科研交流一个月，那边的AP中国导师给了一封推荐信，领外两封都是学校里的老师。,MIT,ME, zju,,0,100,0,0,1,0,0,0,1
29834,天天甜甜去美国,15,100,319,152,167,3, 美国,Fall,MS,Rej,EE@Maryland, 通信工程 @ SDU,84.13,,152+167+3,,,Maryland,EE, SDU,通信工程,0,100,0,1,0,0,0,0,0
29835,xsjason,15,102,329,,,3, 美国,Fall,MS,Rej,EE@EE MEng@Cornell, applied physics @ ,NA,,329+3,,,Cornell,EE, ,applied physics,0,NA,0,0,1,0,0,0,0
29837,vivaroma,15,109,325,,,4, 美国,Fall,MS,Rej,EE@Yale, 通信工程 @ BJTU,3.99,,325+4,, IBM研究院实习，USC暑期科研,Yale,EE, BJTU,通信工程,0,4,1,1,1,0,0,0,0
29838,409661331,15,IELTS 6.5,322,152,170,3, 美国,Fall,PhD,Offer,CS@CS@Stony Brook, Information Security @ BUPT,85,,322,,,Stony Brook,CS, BUPT,Information Security,0,100,0,0,0,0,0,0,0
29839,Terri_YUAN,15,IELTS 7.5,331,161,170,, 美国,Fall,MS,Rej,Stat/Biostat@Umich, Actuarial Science @ SUFE,3.67,": n/a @ n/a, GPA  n/a:",161+170, n/a, 无,Umich,Stat/Biostat, SUFE,Actuarial Science,0,4,0,0,0,0,0,0,0
29844,elsa,15,110,GMAT 700,,,6, 美国,Fall,MS,AD无奖,MIS@RPI, 金融 @ ,NA,,700+6,, 没牛腿,RPI,MIS, ,金融,0,NA,0,0,0,0,0,0,0
29845,yifan0129,15,109,321,154,167,3, 美国,Fall,MS,AD无奖,CS@cs@columbia, 电信工程 @ BUPT,87.56,":  @ , GPA  : ",154+167+3,,,columbia,CS, BUPT,电信工程,0,100,0,0,0,0,0,0,0
29846,begg930,15,104,323,,,3, 美国,Fall,PhD,Offer,CS@Dartmouth, 信息工程 @ SJTU,87.5,,323(3.0),, 副院长推荐 副校长推荐 但肯定都不是强腿,Dartmouth,CS, SJTU,信息工程,0,100,0,0,1,0,0,0,0
2985,MaxLee1994,17,111,325,155,170,4, 美国,Fall,MS,AD无奖,CS@CMU, SE @ NJU,2.77,,155 170 4,,,CMU,CS, NJU,SE,0,4,0,0,0,0,0,0,0
29850,alasheep,15,117,330,163,167,4.5, 美国,Fall,MS,AD无奖,DataScience/Analytics@UT Austin, Marketing @ 北京大学,3.66,,163+167+4.5,,Marketing Analytics Track/Amazon相关实习7个月/美国交换一学期/美国商学院教授推荐信,UT Austin,DataScience/Analytics, 北京大学,Marketing,0,4,0,1,0,0,0,0,1
29855,ericyu,15,102,319,,,, 美国,Fall,PhD,Offer,Chem/CEng@Rice University, 化工 @ 天津大学,3.88,,319,,,Rice University,Chem/CEng, 天津大学,化工,0,4,0,0,0,0,0,0,0
29857,ryanbia,15,106,324,,,3, 美国,Fall,MS,AD无奖,Material@UCI, materials @ XMU,3.56,,324+3,,,UCI,Material, XMU,materials,0,4,0,0,0,0,0,0,0
29858,xystudioo,15,100,316,146,170,3, 美国,Fall,MS,AD无奖,MIS@IS@Pitt, MIS / Exchange @ BJUT / UB - SUNY,3.72,,146 170 3,, nope,Pitt,MIS, BJUT / UB - SUNY,MIS / Exchange,0,4,0,0,0,0,0,0,0
2986,火星上帝,17,100,322,152,170,3, 美国,Fall,MS,Rej,Material@Vanderbilt University, Materials Physics @ Fudan University,3.4,,V152+Q170+W3.0,, UPenn牛推,Vanderbilt University,Material, Fudan University,Materials Physics,0,4,1,0,1,0,0,0,0
29861,wxcsdhr,15,91,311,142,169, , 美国,Fall,MS,AD无奖,CivilEng@CMU, Civil Engineering @ 宁波诺丁汉大学,67,,"311， Q169, V142",, 应该算没有,CMU,CivilEng, 宁波诺丁汉大学,Civil Engineering,0,100,0,0,0,0,0,0,0
29874,imhtt,15,105,322,152,170,3, 美国,Fall,MS,AD无奖,ME@UMich, MSE @ SJTU,86.5,,152+170+3,,,UMich,ME, SJTU,MSE,0,100,0,0,0,0,0,0,0
29876,yiqinyang2,15,waived,无, ,,, 加拿大,Fall,MS,AD无奖,CS@SFU, Information Engineering @ ,3.6,, not required,,,SFU,CS, ,Information Engineering,0,4,0,0,0,0,0,0,0
29880,吱吱,15,96,313,149,164,3, 美国,Fall,MS,AD无奖,Other@IT@Rutgers,  @ 普通二本,3.66,,149+164+3,,,Rutgers,Other, 普通二本,,0,4,0,0,0,0,0,0,0
29881,anim20,15,92,320,150,170,3, 美国,Fall,MS,AD无奖,MIS@MIS@UPITT, marketing @ BUPT,86.39,,150+170+3,,PWC的GTS打杂实习3个月,UPITT,MIS, BUPT,marketing,0,100,0,1,0,0,0,0,0
29883,yy80884676,15,108,328,,,, 美国,Fall,MS,AD无奖,CS@Brown Univ, 地理信息系统（理科实验班） @ 中国农业大学,3.95,,328,,,Brown Univ,CS, 中国农业大学,地理信息系统（理科实验班）,0,4,0,0,0,0,0,0,0
29887,ADADADADAD,15,108,326,,,, 美国,Fall,MS,AD无奖,EE@EE@Duke, 信息工程 @ BUPT,87,,326,,,Duke,EE, BUPT,信息工程,0,100,0,0,0,0,0,0,0
2989,tanbowen,17,102,325,160,165,3.5, 美国,Fall,MS,AD小奖,CS@CS@NYU, 材料物理 信息与计算 @ 中山大学,91.1,,160 165 3.5,, CMU实习 水文期刊,NYU,CS, 中山大学,材料物理 信息与计算,0,100,0,1,0,0,0,0,0
29891,ilyak,15,101,325,,,, 美国,Fall,MS,Rej,EE@cornell, ECE @ ,NA,,325,, 无牛推，两个intern，一个TA,cornell,EE, ,ECE,0,NA,0,0,0,0,0,0,0
29898,markqzheng,15,96,324,,,3, 美国,Fall,PhD,Offer,CS@Rutgers University, 软件工程 @ ,3.3,": 软件工程 @ , GPA  3.4/4.3:",324+3.0,,"IEEE 3一般论文（2*1st, 1*3rd）",Rutgers University,CS, ,软件工程,0,4,0,1,0,1,1,0,0
29899,joycathy,15,94,313,150,163,3, 美国,Fall,MS,AD无奖,CE@ucsc, 通信工程 @ ,NA,,"313(150,163,3)",,集成电路设计工作，做过6个项目,ucsc,CE, ,通信工程,0,NA,0,1,1,0,0,0,0
29901,fangh,15,101,325,155,170,3, 美国,Fall,MS,Rej,Stat/Biostat@Umich, 应用数学 @ cufe,91.2,,155 170 3,92%, 无牛,Umich,Stat/Biostat, cufe,应用数学,0,100,0,0,0,0,0,0,0
29902,dolphin_wby,15,105,327,159,168,3, 美国,Fall,MS,AD无奖,EE@Cornell, EE @ SDU,89.9,,159+168+3,,,Cornell,EE, SDU,EE,1,100,0,1,0,0,0,0,0
29903,EmilyMMMM,15,99,323,153,170,3, 美国,Fall,MS,AD无奖,EE@Cornell, 通信工程 @ SDU,88.93,,153+170+3.0,,,Cornell,EE, SDU,通信工程,0,100,0,0,0,0,0,0,0
29904,diquyi,15,103,321,,,, 美国,Fall,MS,AD无奖,EE@UCSD, EE @ ,3.6,,321,, 水专利，海外推,UCSD,EE, ,EE,1,4,0,0,0,0,0,0,0
29907,victorsterling,15,103,GMAT 730,,,5, 美国,Fall,MS,AD无奖,MIS@Fordham, Physics @ HIT,NA,,730+5,,,Fordham,MIS, HIT,Physics,0,NA,0,0,0,0,0,0,0
29908,anim20,15,92,320,150,170,3, 美国,Fall,MS,Rej,DataScience/Analytics@RPI, marketing @ BUPT,86.39,,150+170+3,,在pwc的gts打杂过3个月，也没啥用吧,RPI,DataScience/Analytics, BUPT,marketing,0,100,0,1,0,0,0,0,0
29909,anim20,15,92,320,150,170,3, 美国,Fall,MS,AD无奖,MIS@科罗拉多州立, marketing @ BUPT,86.39,,150+170+3,,,科罗拉多州立,MIS, BUPT,marketing,0,100,0,1,0,0,0,0,0
29916,angelindevil1,15,105,325,155,170,3.5, 美国,Fall,MS,Rej,EE@Stanford, Physics @ ,3.47,,155+170+3.5,, 水科研水实习,Stanford,EE, ,Physics,0,4,0,1,1,0,0,0,0
29921,小宝儿90,15,100,1320,,,3.5, 美国,Fall,PhD,WaitingList,Stat/Biostat@University of Pittsburgh, statistics @ ,NA,": statistics @ , GPA  : 海外",1320+3.5,,,University of Pittsburgh,Stat/Biostat, ,statistics,0,NA,0,0,0,0,0,0,0
29926,吱吱,15,94,313,149,164,3, 美国,Fall,MS,AD无奖,MIS@SIT, MIS @ 普通二本（中澳合办）,NA,,149+164+3,,,SIT,MIS, 普通二本（中澳合办）,MIS,1,NA,0,0,0,0,0,0,0
29928,gyc3357117,15,waived,315,148,167,3, 美国,Fall,MS,AD小奖,Stat/Biostat@Berkeley, Actuarial Science @ Ohio State University,3.97,,148+167+3.0,,,Berkeley,Stat/Biostat, Ohio State University,Actuarial Science,0,4,0,0,0,0,0,0,0
29929,buaagaozhi,15,96,323,153,170, , 美国,Fall,MS,Rej,MFE/Fin/FinMath@Applied Financial Math @Uconn, 信息工程 @ 北航,3.37,,q170 V153=323(发定位贴时以为能刷到325),mathematics 97%,,Uconn,MFE/Fin/FinMath, 北航,信息工程,0,4,0,0,0,0,0,0,0
29930,lyburke,15,101,319,151,168,3, 美国,Fall,MS,Rej,EE@Cornell, 自动化 @ ,NA,,151+168+3.0,,,Cornell,EE, ,自动化,0,NA,0,0,0,0,0,0,0
29933,赖赖有offer,15,101,324,155,169,, 美国,Fall,MS,Rej,EE@EE@Cornell,  @ HIT,88,":  @ , GPA  : ",V155Q169,,,Cornell,EE, HIT,,0,100,0,0,0,0,0,0,0
29935,anim20,15,92,320,150,170,3, 美国,Fall,MS,AD小奖,MIS@MIS@SIT, marketing @ BUPT,86.39,,150+170+3,, PWC的GTS打杂实习三个月。。也没啥用,SIT,MIS, BUPT,marketing,0,100,0,1,0,0,0,0,0
29936,limengze126,15,96,316,,,, 美国,Fall,MS,AD小奖,EE@NYUpoly, 自动化 @ ,82.7,,316,,一篇2作一点几的SCI,NYUpoly,EE, ,自动化,0,100,0,0,0,1,0,1,0
29937,lunarscar,15,99,322,154,168,3, 美国,Fall,MS,AD无奖,CS@USC, CS @ BNU,84.4,,154+168+3,,,USC,CS, BNU,CS,1,100,0,0,0,0,0,0,0
29939,Llyrics,15,99,325,,,3, 美国,Fall,MS,AD无奖,EE@EE@Cornell M.Eng, 通信工程 @ UESTC,NA,,325+3,,,Cornell M,EE, UESTC,通信工程,0,NA,0,0,0,0,0,0,0
29939,Llyrics,15,99,325,,,3, 美国,Fall,MS,AD无奖,EE@EE@Cornell M.Eng, 通信工程 @ UESTC,NA,,325+3,,,Eng,EE, UESTC,通信工程,0,NA,0,0,0,0,0,0,0
